Wavenumber,Intensity
3895.5,59.372385
3895.375,59.355149
3895.25,59.257771
3895.125,58.96813
3895,58.373857
3894.875,57.484456
3894.75,56.534747
3894.625,55.904367
3894.5,55.871101
3894.375,56.410296
3894.25,57.236517
3894.125,58.021988
3894,58.574772
3893.875,58.839724
3893.75,58.812557
3893.625,58.518193
3893.5,58.065321
3893.375,57.649351
3893.25,57.431607
3893.125,57.399942
3893,57.351547
3892.875,57.033932
3892.75,56.331643
3892.625,55.324103
3892.5,54.063547
3892.375,52.195894
3892.25,48.922893
3892.125,43.72368
3892,37.367579
3891.875,32.060224
3891.75,30.14081
3891.625,32.414593
3891.5,37.679146
3891.375,43.827925
3891.25,49.227371
3891.125,53.232615
3891,55.86382
3890.875,57.4092
3890.75,58.24485
3890.625,58.704951
3890.5,58.972665
3890.375,59.116353
3890.25,59.203586
3890.125,59.302765
3890,59.414427
3889.875,59.498731
3889.75,59.555209
3889.625,59.606759
3889.5,59.637963
3889.375,59.624762
3889.25,59.59639
3889.125,59.594883
3889,59.602996
3888.875,59.583419
3888.75,59.554272
3888.625,59.554614
3888.5,59.57049
3888.375,59.567849
3888.25,59.560428
3888.125,59.569828
3888,59.559089
3887.875,59.480053
3887.75,59.343262
3887.625,59.171809
3887.5,58.939792
3887.375,58.606332
3887.25,58.078989
3887.125,57.019304
3887,54.828381
3886.875,51.073761
3886.75,45.926846
3886.625,40.037016
3886.5,34.116152
3886.375,28.946203
3886.25,25.718652
3886.125,25.769336
3886,29.544176
3885.875,35.939787
3885.75,42.92516
3885.625,48.851873
3885.5,53.110066
3885.375,55.846412
3885.25,57.433392
3885.125,58.248209
3885,58.614754
3884.875,58.723331
3884.75,58.642601
3884.625,58.462498
3884.5,58.325847
3884.375,58.233656
3884.25,57.906496
3884.125,56.991921
3884,55.483083
3883.875,53.900856
3883.75,53.005428
3883.625,53.250044
3883.5,54.467163
3883.375,56.054773
3883.25,57.451228
3883.125,58.430059
3883,59.026695
3882.875,59.334501
3882.75,59.429097
3882.625,59.393503
3882.5,59.302646
3882.375,59.181334
3882.25,58.986129
3882.125,58.553585
3882,57.545261
3881.875,55.631426
3881.75,52.946815
3881.625,50.304797
3881.5,48.645661
3881.375,48.061794
3881.25,47.463392
3881.125,45.436944
3881,41.58636
3880.875,37.093892
3880.75,33.990104
3880.625,33.804201
3880.5,36.691177
3880.375,41.553798
3880.25,46.862833
3880.125,51.452347
3880,54.830829
3879.875,57.027817
3879.75,58.31371
3879.625,59.001365
3879.5,59.353256
3879.375,59.539969
3879.25,59.649837
3879.125,59.729629
3879,59.804933
3878.875,59.874935
3878.75,59.921528
3878.625,59.938827
3878.5,59.939277
3878.375,59.929648
3878.25,59.904312
3878.125,59.867588
3878,59.840232
3877.875,59.834324
3877.75,59.84024
3877.625,59.844426
3877.5,59.84052
3877.375,59.818327
3877.25,59.766971
3877.125,59.700211
3877,59.657279
3876.875,59.663786
3876.75,59.70722
3876.625,59.756804
3876.5,59.788464
3876.375,59.784497
3876.25,59.733393
3876.125,59.638801
3876,59.505072
3875.875,59.309755
3875.75,59.000359
3875.625,58.456832
3875.5,57.3517
3875.375,55.102185
3875.25,51.254605
3875.125,46.192656
3875,41.367166
3874.875,38.477549
3874.75,38.195224
3874.625,39.779792
3874.5,41.973015
3874.375,44.138568
3874.25,46.425576
3874.125,49.079825
3874,51.92321
3873.875,54.512827
3873.75,56.538726
3873.625,57.937136
3873.5,58.783717
3873.375,59.224785
3873.25,59.443547
3873.125,59.569168
3873,59.627463
3872.875,59.620276
3872.75,59.586183
3872.625,59.509921
3872.5,59.224853
3872.375,58.515246
3872.25,57.349897
3872.125,55.996681
3872,54.892856
3871.875,54.372
3871.75,54.440462
3871.625,54.784789
3871.5,54.984794
3871.375,54.64322
3871.25,53.220745
3871.125,49.905469
3871,44.114124
3870.875,36.452271
3870.75,29.095342
3870.625,24.782782
3870.5,25.088082
3870.375,29.353672
3870.25,35.097227
3870.125,39.464068
3870,40.828007
3869.875,39.639171
3869.75,37.999749
3869.625,38.125402
3869.5,40.830188
3869.375,45.247321
3869.25,49.837312
3869.125,53.535795
3869,56.079044
3868.875,57.652488
3868.75,58.538593
3868.625,59.010664
3868.5,59.287923
3868.375,59.476632
3868.25,59.593729
3868.125,59.656914
3868,59.706842
3867.875,59.761343
3867.75,59.806727
3867.625,59.833587
3867.5,59.843331
3867.375,59.822539
3867.25,59.733688
3867.125,59.522521
3867,59.132769
3866.875,58.554134
3866.75,57.877871
3866.625,57.266508
3866.5,56.806835
3866.375,56.333803
3866.25,55.308414
3866.125,52.874919
3866,48.286767
3865.875,41.729894
3865.75,34.873419
3865.625,30.310886
3865.5,29.89313
3865.375,33.372509
3865.25,38.654054
3865.125,43.448521
3865,46.704928
3864.875,48.749724
3864.75,50.411866
3864.625,52.208324
3864.5,54.115414
3864.375,55.786395
3864.25,56.871631
3864.125,57.268941
3864,57.190841
3863.875,57.01794
3863.75,57.050608
3863.625,57.365812
3863.5,57.835593
3863.375,58.241622
3863.25,58.409522
3863.125,58.299523
3863,57.913669
3862.875,57.004847
3862.75,54.950089
3862.625,51.214906
3862.5,46.219346
3862.375,41.631765
3862.25,39.48012
3862.125,40.685588
3862,44.459618
3861.875,49.070827
3861.75,53.110458
3861.625,56.039707
3861.5,57.920039
3861.375,58.988334
3861.25,59.514081
3861.125,59.764653
3861,59.912049
3860.875,59.999981
3860.75,60.039124
3860.625,60.072345
3860.5,60.120475
3860.375,60.146125
3860.25,60.118457
3860.125,60.059975
3860,59.999134
3859.875,59.9351
3859.75,59.877997
3859.625,59.866341
3859.5,59.910583
3859.375,59.966901
3859.25,59.992797
3859.125,59.983652
3859,59.937469
3858.875,59.838206
3858.75,59.69386
3858.625,59.525559
3858.5,59.268383
3858.375,58.703857
3858.25,57.51771
3858.125,55.470332
3858,52.635821
3857.875,49.609987
3857.75,47.405214
3857.625,46.895459
3857.5,48.192448
3857.375,50.595596
3857.25,53.174138
3857.125,55.346533
3857,56.948007
3856.875,57.992761
3856.75,58.554874
3856.625,58.772247
3856.5,58.780298
3856.375,58.623095
3856.25,58.290269
3856.125,57.787874
3856,57.098089
3855.875,56.110731
3855.75,54.623454
3855.625,52.29763
3855.5,48.567763
3855.375,42.843904
3855.25,35.094787
3855.125,26.263155
3855,17.896781
3854.875,11.320371
3854.75,7.16747
3854.625,5.590634
3854.5,6.593578
3854.375,10.037775
3854.25,15.497203
3854.125,22.281065
3854,29.587306
3853.875,36.59729
3853.75,42.573198
3853.625,47.017409
3853.5,49.784871
3853.375,50.954014
3853.25,50.501358
3853.125,48.082802
3853,43.256259
3852.875,36.173754
3852.75,28.24114
3852.625,21.959259
3852.5,19.697234
3852.375,22.252318
3852.25,28.454746
3852.125,36.092231
3852,43.226577
3851.875,48.854684
3851.75,52.80136
3851.625,55.328924
3851.5,56.852208
3851.375,57.76086
3851.25,58.321819
3851.125,58.675063
3851,58.894564
3850.875,59.006216
3850.75,58.953251
3850.625,58.595262
3850.5,57.808528
3850.375,56.649991
3850.25,55.452866
3850.125,54.702572
3850,54.720747
3849.875,55.425297
3849.75,56.433682
3849.625,57.394497
3849.5,58.187804
3849.375,58.834116
3849.25,59.340825
3849.125,59.697064
3849,59.936471
3848.875,60.114732
3848.75,60.248095
3848.625,60.328273
3848.5,60.373017
3848.375,60.413727
3848.25,60.452969
3848.125,60.476361
3848,60.489148
3847.875,60.504278
3847.75,60.512026
3847.625,60.495289
3847.5,60.456687
3847.375,60.398581
3847.25,60.299562
3847.125,60.151018
3847,60.001255
3846.875,59.922416
3846.75,59.939424
3846.625,60.021037
3846.5,60.1287
3846.375,60.239799
3846.25,60.333248
3846.125,60.387496
3846,60.386743
3845.875,60.299854
3845.75,60.069963
3845.625,59.675313
3845.5,59.199544
3845.375,58.790079
3845.25,58.528528
3845.125,58.366312
3845,58.143271
3844.875,57.548249
3844.75,56.038948
3844.625,53.0414
3844.5,48.555335
3844.375,43.660759
3844.25,40.178663
3844.125,39.544888
3844,41.841463
3843.875,45.906033
3843.75,50.262945
3843.625,53.942772
3843.5,56.608665
3843.375,58.300485
3843.25,59.232255
3843.125,59.686297
3843,59.887983
3842.875,59.93941
3842.75,59.88683
3842.625,59.783605
3842.5,59.648637
3842.375,59.418114
3842.25,58.934044
3842.125,57.84163
3842,55.533662
3841.875,51.552449
3841.75,46.398169
3841.625,41.789004
3841.5,39.711324
3841.375,40.928214
3841.25,44.45495
3841.125,48.379232
3841,51.062756
3840.875,51.726705
3840.75,50.523078
3840.625,48.421228
3840.5,46.823595
3840.375,46.776847
3840.25,48.356069
3840.125,50.801382
3840,53.228479
3839.875,55.128764
3839.75,56.36471
3839.625,56.953621
3839.5,56.957785
3839.375,56.434118
3839.25,55.337804
3839.125,53.415836
3839,50.175527
3838.875,45.03659
3838.75,37.795348
3838.625,29.249277
3838.5,21.386685
3838.375,16.639787
3838.25,16.574011
3838.125,21.009028
3838,28.276739
3837.875,36.25889
3837.75,43.356735
3837.625,48.838769
3837.5,52.679638
3837.375,55.201037
3837.25,56.790352
3837.125,57.764775
3837,58.346844
3836.875,58.678143
3836.75,58.841944
3836.625,58.876235
3836.5,58.779987
3836.375,58.517643
3836.25,57.983415
3836.125,56.866295
3836,54.538579
3835.875,50.337771
3835.75,44.345224
3835.625,38.02315
3835.5,33.75628
3835.375,33.340207
3835.25,36.712271
3835.125,42.174988
3835,47.755892
3834.875,52.299521
3834.75,55.528921
3834.625,57.588309
3834.5,58.758328
3834.375,59.383866
3834.25,59.757129
3834.125,60.008693
3834,60.166326
3833.875,60.268913
3833.75,60.347753
3833.625,60.368513
3833.5,60.290678
3833.375,60.140149
3833.25,59.94545
3833.125,59.650704
3833,59.145192
3832.875,58.240221
3832.75,56.477343
3832.625,53.13231
3832.5,47.853999
3832.375,41.521794
3832.25,36.270873
3832.125,34.254806
3832,36.180325
3831.875,40.933198
3831.75,46.55357
3831.625,51.481152
3831.5,55.095853
3831.375,57.45163
3831.25,58.84133
3831.125,59.580323
3831,59.955677
3830.875,60.170168
3830.75,60.314869
3830.625,60.419787
3830.5,60.515842
3830.375,60.62424
3830.25,60.723117
3830.125,60.776007
3830,60.785991
3829.875,60.784976
3829.75,60.777969
3829.625,60.734526
3829.5,60.63496
3829.375,60.494051
3829.25,60.336504
3829.125,60.167311
3829,59.955635
3828.875,59.634331
3828.75,59.158142
3828.625,58.612968
3828.5,58.22901
3828.375,58.195321
3828.25,58.463551
3828.125,58.79084
3828,58.92641
3827.875,58.598581
3827.75,57.35004
3827.625,54.698528
3827.5,50.775664
3827.375,46.75355
3827.25,44.340344
3827.125,44.594528
3827,47.210747
3826.875,50.899134
3826.75,54.364259
3826.625,56.911278
3826.5,58.415241
3826.375,59.02986
3826.25,59.043316
3826.125,58.836539
3826,58.766649
3825.875,58.989362
3825.75,59.420183
3825.625,59.874833
3825.5,60.222534
3825.375,60.392679
3825.25,60.308594
3825.125,59.913719
3825,59.291528
3824.875,58.692414
3824.75,58.38463
3824.625,58.470063
3824.5,58.84552
3824.375,59.285232
3824.25,59.539916
3824.125,59.430764
3824,58.961446
3823.875,58.350406
3823.75,57.899015
3823.625,57.785657
3823.5,57.971013
3823.375,58.256946
3823.25,58.403114
3823.125,58.206039
3823,57.44961
3822.875,55.708339
3822.75,52.27465
3822.625,46.609718
3822.5,39.239901
3822.375,32.153192
3822.25,27.926747
3822.125,28.017142
3822,31.737962
3821.875,36.693875
3821.75,40.155495
3821.625,40.359659
3821.5,37.30751
3821.375,32.850923
